Accession,Release_Date,Species,Length,Sequence_Type,Nuc_Completeness,Geo_Location,USA,Host,Isolation_Source,Collection_Date,GenBank_Title
MT507282,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,GenBank,complete,USA,,Homo sapiens,oronasopharynx,2020-03-31,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/PA-CDC-8398/2020, complete genome"
MT507793,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29885,GenBank,complete,Jamaica,,Homo sapiens,swab,2020-03-11,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/homo sapien/JAM/JM-CDC-0078/2020, complete genome"
MT507794,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,GenBank,complete,Jamaica,,Homo sapiens,swab,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/homo sapien/JAM/JM-CDC-6729/2020, complete genome"
MT507795,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29840,GenBank,complete,USA,,Homo sapiens,oronasopharynx,2020-04-06,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/homo sapien/USA/VI-CDC-3884/2020, complete genome"
MT507796,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29875,GenBank,complete,USA,,Homo sapiens,oronasopharynx,2020-04-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/homo sapien/USA/VI-CDC-3849/2020, complete genome"
MT499171,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-29,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1196/2020, complete genome"
MT499172,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29896,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1197/2020, complete genome"
MT499173,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1198/2020, complete genome"
MT499174,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29875,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1199/2020, complete genome"
MT499175,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29896,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1200/2020, complete genome"
MT499176,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1201/2020, complete genome"
MT499177,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1202/2020, complete genome"
MT499178,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1203/2020, complete genome"
MT499179,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1204/2020, complete genome"
MT499180,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29895,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1205/2020, complete genome"
MT499181,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1206/2020, complete genome"
MT499182,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1207/2020, complete genome"
MT499183,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1208/2020, complete genome"
MT499184,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-26,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1209/2020, complete genome"
MT499185,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1210/2020, complete genome"
MT499186,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1211/2020, complete genome"
MT499187,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1212/2020, complete genome"
MT499188,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1213/2020, complete genome"
MT499189,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1214/2020, complete genome"
MT499190,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1215/2020, complete genome"
MT499191,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1216/2020, complete genome"
MT499192,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29895,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1217/2020, complete genome"
MT499193,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1218/2020, complete genome"
MT499194,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1219/2020, complete genome"
MT499195,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1220/2020, complete genome"
MT499196,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-20,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1221/2020, complete genome"
MT499197,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1222/2020, complete genome"
MT499198,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1223/2020, complete genome"
MT499199,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29894,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-20,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1224/2020, complete genome"
MT499200,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1225/2020, complete genome"
MT499201,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1226/2020, complete genome"
MT499202,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29827,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1227/2020, complete genome"
MT499203,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1228/2020, complete genome"
MT499204,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1229/2020, complete genome"
MT499205,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1230/2020, complete genome"
MT499206,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1231/2020, complete genome"
MT499207,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1232/2020, complete genome"
MT483563,2020-05-19T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-06,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1053/2020, complete genome"
MT477835,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29850,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-03-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK003/2020, complete genome"
MT477836,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK006/2020, complete genome"
MT477837,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK010/2020, complete genome"
MT477838,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-03-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK011/2020, complete genome"
MT477839,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-03-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK013/2020, complete genome"
MT477840,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29877,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK015/2020, complete genome"
MT477841,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-03-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK016/2020, complete genome"
MT477842,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29896,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK034/2020, complete genome"
MT477843,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-03-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK037/2020, complete genome"
MT477844,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK040/2020, complete genome"
MT477845,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK041/2020, complete genome"
MT477846,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-04-07,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK052/2020, complete genome"
MT477847,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-03-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK070/2020, complete genome"
MT477848,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-03-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK074/2020, complete genome"
MT477849,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-03-29,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK077/2020, complete genome"
MT477850,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-04-02,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK092/2020, complete genome"
MT477851,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29854,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-04-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK101/2020, complete genome"
MT477852,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK115/2020, complete genome"
MT477853,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK118/2020, complete genome"
MT477854,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK122/2020, complete genome"
MT477855,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-04-07,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK151/2020, complete genome"
MT477856,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-04-07,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK152/2020, complete genome"
MT477857,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-04-07,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK153/2020, complete genome"
MT477858,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29854,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-04-08,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK178/2020, complete genome"
MT477859,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-04-08,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK180/2020, complete genome"
MT477860,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-04-09,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK193/2020, complete genome"
MT477861,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-04-12,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK200/2020, complete genome"
MT477862,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29874,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-04-26,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK283/2020, complete genome"
MT477903,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,GenBank,complete,USA: FL,FL,Homo sapiens,,2020-04-07,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UF-10/2020, complete genome"
MT477904,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,GenBank,complete,USA: FL,FL,Homo sapiens,,2020-04-29,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UF-9/2020, complete genome"
MT481927,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1136/2020, complete genome"
MT481928,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29889,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1137/2020, complete genome"
MT481929,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1138/2020, complete genome"
MT481930,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-02,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1139/2020, complete genome"
MT481931,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1140/2020, complete genome"
MT481932,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1141/2020, complete genome"
MT481933,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1142/2020, complete genome"
MT481934,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-06,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1143/2020, complete genome"
MT481935,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-08,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1144/2020, complete genome"
MT481936,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-07,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1145/2020, complete genome"
MT481992,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,GenBank,complete,USA,,Homo sapiens,lung,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDC-0139/2020, complete genome"
MT482110,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0118/2020, complete genome"
MT482111,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0120/2020, complete genome"
MT482113,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0127/2020, complete genome"
MT482114,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0128/2020, complete genome"
MT482115,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0129/2020, complete genome"
MT482116,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0130/2020, complete genome"
MT482117,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29896,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0131/2020, complete genome"
MT482118,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0132/2020, complete genome"
MT482119,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0133/2020, complete genome"
MT482121,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0135/2020, complete genome"
MT482122,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29807,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0136/2020, complete genome"
MT482123,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29887,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0137/2020, complete genome"
MT482124,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0138/2020, complete genome"
MT482125,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29894,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0139/2020, complete genome"
MT482126,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0140/2020, complete genome"
MT482127,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0141/2020, complete genome"
MT482128,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0142/2020, complete genome"
MT482129,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0144/2020, complete genome"
MT482130,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0146/2020, complete genome"
